,bill_number,title,short_title​,sponsor_party​,introduced_date​,enacted​,vetoed​,cosponsors_count​,cosponsors_R,cosponsors_D,cosponsors_I,primary_subject​,summary_short​,actions_count​,votes_count
270,HCONRES235,Calling for an end to the violent repression of the legitimate rights of the people of Kosova.,,R,1998-03-05,,,14,5,9,0,International affairs,Expresses the sense of the Congress that the violent repression carried out by the Serbian police and paramilitary forces against the ethnic Albanian population of Kosova should be condemned by the United States and the international community. Commends efforts of the international contact group (the United States United Kingdom France Germany Russia and Italy) in support of a resolution of the conflict in Kosova. Opposes termination of international or U.S. sanctions against the Governm...,12,1
271,HCONRES227,Directing the President pursuant to section 5(c) of the War Powers Resolution to remove United States Armed Forces from the Republic of Bosnia and Herzegovina.,,R,1998-02-26,,,5,4,1,0,International affairs,Directs the President to remove U.S. armed forces from the Republic of Bosnia and Herzegovina not later than 60 days after the date on which a final judgment is entered by a court of competent jurisdiction determining the constitutional validity of this resolution unless a declaration of war or specific authorization for such use of U.S. forces has been enacted. Makes an exception with respect to: (1) a limited number of members of the armed forces sufficient only to protect U.S. diplomatic ...,15,1
272,HRES388,Providing for consideration of the bill (H.R. 2870) to amend the Foreign Assistance Act of 1961 to facilitate protection of tropical forests through debt reduction with developing countries with tropical forests.,,R,1998-03-17,,,0,0,0,0,Congress,Sets forth the rule (open) for the consideration of H.R. 2870 (debt reduction for tropical forest conservation).,8,1
273,HR2870,To amend the Foreign Assistance Act of 1961 to facilitate protection of tropical forests through debt reduction with developing countries with tropical forests.,Tropical Forest Conservation Act of 1998,R,1997-11-07,,,44,24,20,0,International affairs,Tropical Forest Conservation Act of 1998 - Amends the Foreign Assistance Act of 1961 to establish a Tropical Forest Facility in the Department of the Treasury to provide for the administration of debt reduction in accordance with this Act. (Sec. 1) Makes eligible for Facility benefits developing countries with tropical forests that: (1) meet certain requirements applicable to Latin American and Caribbean countries for eligibility for Enterprise for the Americas Facility benefits; and (2) have...,39,3
274,HR3211,To amend title 38 United States Code to enact into law eligibility requirements for burial in Arlington National Cemetery and for other purposes.,Arlington National Cemetery Burial Eligibility Act,R,1998-02-12,,,91,58,33,1,Armed forces and national security,Arlington National Cemetery Burial Eligibility Act - Allows the remains of the following persons to be interred at Arlington National Cemetery: (1) any member of the armed forces who dies while on active duty; (2) any retired member and any person who served on active duty and at the time of death was entitled to retired pay (or would have been so entitled but for his or her age); (3) any former member who was separated for physical disability before October 1 1949 who served on active duty...,17,1
275,HR3412,An act to amend the Small Business Act and the Small Business Investment Act of 1958 to provide for a pilot loan guarantee program to address Year 2000 problems of small business concerns and to improve the progrmans of the Small Business Administration and for other purposes.,Year 2000 Readiness and Small Business Programs Restructuring and Reform Act of 1998,R,1998-03-10,,,1,0,1,0,Commerce,TABLE OF CONTENTS: Title I: Small Business Year 2000 Readiness Title II: Small Business Program Restructuring and Reform Title III: Small Business Environmental Assistance Pilot Program Year 2000 Readiness and Small Business Programs Restructuring and Reform Act of 1998 - Title I: Small Business Year 2000 Readiness - Amends the Small Business Act (the Act) to direct the Small Business Administration (SBA) to establish a pilot loan guarantee program under which the SBA shall guarantee loans ma...,22,1
276,HR3096,To correct a provision relating to termination of benefits for convicted persons.,,R,1998-01-27,,,0,0,0,0,Government operations and politics,Amends Federal law concerning Government organization and employees to make a technical correction in the provision terminating receipt of Federal benefits for work injuries by certain convicted felons.,27,1
277,HR2589,To amend the provisions of title 17 United States Code with respect to the duration of copyright and for other purposes.,Fairness in Musical Licensing Act of 1998,R,1997-10-01,,,12,6,6,0,Intellectual property,TABLE OF CONTENTS: Title I: Copyright Term Extension Title II: Music Licensing Title I: Copyright Term Extension - Sonny Bono Copyright Term Extension Act - Amends Federal copyright provisions regarding preemption of laws concerning duration of copyrights. (Sec. 102) Prohibits the annulment or limitation of rights or remedies under State laws with respect to sound recordings fixed before February 15 1972 until February 15 2067 (currently 2047). Extends the duration of copyright in a work ...,22,2
278,HR2578,To amend the Immigration and Nationality Act to extend the visa waiver pilot program and to provide for the collection of data with respect to the number of non-immigrants who remain in the United States after the expiration of the period of stay authorized by the Attorney General.,,R,1997-09-30,,,0,0,0,0,Immigration,Amends the Immigration and Nationality Act with respect to the visa waiver pilot program to: (1) extend the program through September 30 2000; and (2) permit program eligibility for a country whose nationals had a nonimmigrant visa refusal rate of less than three percent for the previous full fiscal year. Directs the Attorney General to implement an annual data collection and reporting program of nonimmigrant category overstay rates.,20,2
279,HR3310,To amend chapter 35 of title 44 United States Code for the purpose of facilitating compliance by small businesses with certain Federal paperwork requirements and to establish a task force to examine the feasibility of streamlining paperwork requirements applicable to small businesses.,Small Business Paperwork Reduction Act Amendments of 1998,R,1998-03-03,,,43,33,10,1,Government operations and politics,Small Business Paperwork Reduction Act Amendments of 1998 - Amends the Paperwork Reduction Act to require the Director of the Office of Management and Budget to: (1) publish annually in the Federal Register a list of requirements applicable to small business concerns with respect to collection of information by agencies (requiring the first such publication within one year after enactment of this Act); and (2) make such list available on the Internet (again within one year after enactment). R...,32,3
280,HRES385,Waiving points of order against the conference report to accompany the bill (H.R. 1757) to consolidate international affairs agencies to authorize appropriations for the Department of State and related agencies for fiscal years 1998 and 1999 and to ensure that the enlargement of the North Atlantic Treaty Organization (NATO) proceeds in a manner consistent with United States interests to strengthen relations between the United States and Russia to preserve the prerogatives of the Congress with respect to certain arms control agreements and for other purposes.,,R,1998-03-11,,,0,0,0,0,Congress,Waives points of order against the consideration of the conference report on H.R. 1757 (foreign affairs agencies consolidation foreign relations authorization and United Nations funding).,8,1
281,HRES393,Providing for consideration of the bill (H.R. 3246) to assist small businesses and labor organizations in defending themselves against government bureaucracy; to ensure that employees entitled to reinstatement get their jobs back quickly; to protect the right of employers to have a hearing to present their case in certain representation cases; and to prevent the use of the National Labor Relations Act for the purpose of disrupting or inflicting economic harm on employers.,,R,1998-03-25,,,0,0,0,0,Congress,Sets forth the rule (modified closed) for the consideration of H.R. 3246 (small business and labor rights).,8,1
282,HR3246,To assist small businesses and labor organizations in defending themselves against government bureaucracy; to ensure that employees entitled to reinstatement get their jobs back quickly; to protect the right of employers to have a hearing to present their case in certain representation cases; and to prevent the use of the National Labor Relations Act for the purpose of disrupting or inflicting economic harm on employers.,Fairness for Small Business and Employees Act of 1998,R,1998-02-24,,,29,27,2,0,Labor and employment,TABLE OF CONTENTS: Title I: Truth in Employment Title II: Fair Hearing Title III: Justice on Time Title IV: Attorneys Fees Fairness for Small Business and Employees Act of 1998 - Title I: Truth in Employment - Amends the National Labor Relations Act (NLRA) to provide that nothing in specified prohibitions against unfair labor practices by employers shall be construed as requiring an employer to employ any person who is not a bona fide employee applicant in that such person seeks or has sough...,24,2
283,HR2515,To address the declining health of forests on Federal lands in the United States through a program of recovery and protection consistent with the requirements of existing public land management and environmental laws to establish a program to inventory monitor and analyze public and private forests and their resources and for other purposes.,Forest Recovery and Protection Act of 1998,R,1997-09-23,,,19,14,5,1,Public lands and natural resources,Forest Recovery and Protection Act of 1998 - Directs the Secretary of Agriculture to: (1) begin a national program of U.S. forest land recovery and protection; and (2) identify and prioritize recovery areas and allocate amounts from the Forest Recovery and Protection Fund for such activities. Sets forth program provisions regarding: (1) project selection; (2) prohibited areas; and (3) reporting requirements. (Sec. 5) Establishes a Scientific Advisory Panel to assist the Secretary. (Sec. 6) D...,31,2
284,HR3581,To amend the Federal Election Campaign Act of 1971 to reform the financing of campaigns for election for Federal office and for other purposes.,Campaign Reform and Election Integrity Act of 1998,R,1998-03-30,,,3,3,0,0,Government operations and politics,TABLE OF CONTENTS: Title I: Voluntary Contributions Title II: Banning Noncitizen Contributions Title III: Improving Reporting and Enforcement Title IV: Excessive Spending By Candidates From Personal Funds Title V: Election Integrity Subtitle A: Voter Eligibility Verification Pilot Program Subtitle B: Other Measures to Protect Election Integrity Title VI: Revision and Indexing of Certain Contribution Limits and Penalties Title VII: Restrictions on Soft Money Title VIII: Disclosure of Certain C...,7,1
285,HR34,To amend the Federal Election Campaign Act of 1971 to prohibit individuals who are not citizens of the United States from making contributions or expenditures in connection with an election for Federal office.,Illegal Foreign Contributions Act of 1998,R,1997-01-07,,,11,11,0,0,Government operations and politics,Illegal Foreign Contributions Act of 1998 - Amends the Federal Election Campaign Act of 1971 to prohibit contributions or expenditures by a foreign national in connection with the election of candidates for political office. Redefines foreign national to include any individual who is not a U.S. citizen whether in the United States lawfully or unlawfully.,10,1
286,HR2608,To protect individuals from having money involuntarily collected and used for political activities by a corporation or labor organization.,Paycheck Protection Act,R,1997-10-06,,,162,162,0,0,Government operations and politics,Paycheck Protection Act - Amends the Federal Election Campaign Act of 1971 to make it unlawful except with the separate prior written voluntary authorization of each individual for: (1) national banks or corporations to collect from or assess its stockholders or employees any dues initiation fee or other payment as a condition of employment if any part of such dues fee or payment will be used for political activities in which the national bank or corporation is engaged; and (2) labor...,10,1
287,HR3582,To amend the Federal Election Campaign Act of 1971 to expedite the reporting of information to the Federal Election Commission to expand the type of information required to be reported to the Commission to promote the effective enforcement of campaign laws by the Commission and for other purposes.,Campaign Reporting and Disclosure Act of 1998,R,1998-03-30,,,5,5,0,0,Government operations and politics,Campaign Reporting and Disclosure Act of 1998 - Amends the Federal Election Campaign Act of 1971 (FECA) to require each political committee to notify the Federal Election Commission or the Secretary of the Senate and the Secretary of State as appropriate in writing of any contribution received and expenditure made by the committee within 90 days of an election. Requires the notification to be made within 24 hours after the receipt of such contribution or the making of such expenditure and...,8,1
288,HRES402,Providing for consideration of the bill (H.R. 3579) making emergency supplemental appropriations for the fiscal year ending September 30 1998 and for other purposes.,,R,1998-03-31,,,0,0,0,0,Congress,Sets forth the rule (modified closed) for the consideration of H.R. 3579 (emergency supplemental appropriations).,8,1
289,HR3579,Making emergency supplemental appropriations for the fiscal year ending September 30 1998 and for other purposes.,1998 Supplemental Appropriations and Rescissions Act,R,1998-03-27,,,0,0,0,0,Economics and public finance,TABLE OF CONTENTS: Title I: Emergency Supplemental Appropriations for the Department of Defense Chapter 1: Department of Defense-Military Chapter 2: Department of Defense-Military Construction Title II: Emergency Supplemental Appropriations Chapter 1: Department of Agriculture Chapter 2: United States Information Agency Chapter 3: Department of Defense-Civil Chapter 4: Department of the Interior Chapter 5: Department of Transportation Chapter 6: Department of Housing and Urban Development Cha...,51,5
290,HRES405,Providing for consideration of the bill (H.R. 2400) to authorize funds for Federal-aid highways highway safety programs and transit programs and for other purposes.,,R,1998-03-31,,,0,0,0,0,Congress,Sets forth the rule (modified closed) for the consideration of H.R. 2400 (funding for highway and transportation programs).,8,1
291,HCONRES257,Providing for an adjournment of the two Houses.,,R,1998-04-01,,,0,0,0,0,Congress,Provides for an adjournment of the House of Representatives from April 1 until April 21 1998 and an adjournment or recess of the Senate from April 2 3 4 or 5 until April 20 1998.,5,1
292,HR1151,To amend the Federal Credit Union Act to clarify existing law and ratify the longstanding policy of the National Credit Union Administration Board with regard to field of membership of Federal credit unions.,Credit Union Membership Access Act,R,1997-03-20,,,207,66,140,0,Finance and financial sector,TABLE OF CONTENTS: Title I: Credit Union Membership Title II: Regulation of Credit Unions Title III: Capitalization and Net Worth of Credit Unions Title IV: Miscellaneous Provisions Credit Union Membership Access Act - Title I: Credit Union Membership - Amends the Federal Credit Union Act (FCUA) to add multiple common bond credit unions to the current permissible categories of single common bond and community credit unions. (Sec. 101) Grandfathers membership status for: (1) members of any exi...,40,2
293,HR2400,To authorize funds for Federal-aid highways highway safety programs and transit programs and for other purposes.,Transportation Equity Act for the 21st Century,R,1997-09-04,,,118,57,61,1,Transportation and public works,TABLE OF CONTENTS: Title I: Federal-Aid Highways Subtitle A: Authorizations and Programs Subtitle B: General Provisions Subtitle C: Program Streamlining and Flexibility Subtitle D: Safety Subtitle E: Finance Subtitle F: High Priority Projects Title II: Highway Safety Title III: Federal Transit Administration Programs Title IV: Motor Carrier Safety Title V: Transportation Research Subtitle A: Funding Subtitle B: Research and Technology Subtitle C: Intelligent Transportation Systems Title VI: O...,112,12
294,HR3565,To amend Part L of the Omnibus Crime Control and Safe Streets Act of 1968.,Care for Police Survivors Act of 1998,R,1998-03-26,,,4,3,1,0,Crime and law enforcement,Care for Police Survivors Act of 1998 - Amends the Omnibus Crime Control and Safe Streets Act of 1968 to authorize the Director of the Bureau of Justice Assistance to use no less than $150000 of funds for national programs for families of public safety officers who have died in the line of duty to maintain and enhance national peer support and counseling programs. Authorizes the Bureau of Justice Assistance to use appropriated funds to conduct appeals of public safety officers' death and dis...,20,1
295,HR3528,To amend title 28 United States Code with respect to the use of alternative dispute resolution processes in United States district courts and for other purposes.,Alternative Dispute Resolution Act of 1998,R,1998-03-23,,,0,0,0,0,Law,Alternative Dispute Resolution Act of 1998 - Replaces Federal judicial code arbitration provisions with alternative dispute resolution (ADR) provisions. Directs each U.S. district court to: (1) authorize the use of ADR processes in all civil actions; (2) devise and implement its own ADR program to encourage and promote the use of ADR in its district; (3) examine the effectiveness of existing ADR programs and adopt appropriate improvements; and (4) retain or designate an employee or judicial o...,30,1
296,HJRES111,Proposing an amendment to the Constitution of the United States with respect to tax limitations.,,R,1998-02-26,,,186,177,9,1,Taxation,Constitutional Amendment - Requires that any bill resolution or other legislative measure changing the internal revenue laws shall require for final adoption in each House the concurrence of two-thirds of the Members of that House voting and present unless the bill is determined at the time of adoption in a reasonable manner prescribed by law not to increase the internal revenue by more than a de minimis amount. States that for purposes of determining any increase there shall be exclude...,12,1
297,HR1252,To modify the procedures of the Federal courts in certain matters and for other purposes.,Judicial Reform Act of 1998,R,1997-04-09,,,8,8,0,0,Law,Judicial Reform Act of 1998 - States that an application for anticipatory relief against a State law adopted by referendum shall not be granted by a district court or judge on the ground that such law is repugnant to the Constitution treaties or laws of the United States unless such application is heard and determined by a three-judge panel under Federal law. Provides for expedited appeal of such a determination directly to the Supreme Court. (Sec. 3) Provides for interlocutory appeal (with...,32,6
298,HCONRES218,Concerning the urgent need to establish a cease fire in Afghanistan and begin the transition toward a broad-based multiethnic government that observes international norms of behavior.,,R,1998-02-12,,,7,6,1,0,International affairs,Acknowledges: (1) that the Afghan people successfully waged a war against Soviet expansionism and greatly assisted in bringing an end to the cold war; (2) a continuing need for international emergency aid of food clothing and shelter in the wake of the February 4 1998 earthquake in northeastern Afghanistan; and (3) the necessity of international efforts to clear the estimated 10 million land mines buried in the Afghan countryside. Calls upon all warring factions and national powers to par...,14,1
299,SCONRES37,A concurrent resolution expressing the sense of the Congress that Little League Baseball Incorporated was established to support and develop Little League baseball worldwide and that its international character and activities should be recognized.,,R,1997-07-08,,,0,0,0,0,Sports and recreation,Calls upon the parliamentary bodies and government officials of other nations particularly those that participate in Little League baseball to recognize and celebrate the international character of Little League baseball.,20,1
300,HJRES102,Expressing the sense of the Congress on the occasion of the 50th anniversary of the founding of the modern State of Israel and reaffirming the bonds of friendship and cooperation between the United States and Israel.,,D,1997-11-07,,,226,96,130,0,International affairs,Recognizes the historic significance of the fiftieth anniversary of the reestablishment of the State of Israel. Commends the Israeli people for their achievements in building a new state and a pluralistic democratic society in the Middle East. Reaffirms the bonds of friendship and cooperation between the United States and Israel. Extends congratulations and best wishes to the State of Israel and her people for a peaceful prosperous and successful future.,19,1
301,HR3717,To prohibit the expenditure of Federal funds for the distribution of needles or syringes for the hypodermic injection of illegal drugs.,,R,1998-04-23,,,4,4,0,0,Drug abuse,H.R. 3714,16,2
302,HR3546,To provide for a national dialogue on Social Security and to establish the Bipartisan Panel to Design Long-Range Social Security Reform.,National Dialogue on Social Security Act of 1998,R,1998-03-25,,,7,7,0,0,Social welfare,TABLE OF CONTENTS: Title I: National Dialogue on Social Security Title II: Bipartisan Panel to Design Long-Range Social Security Reform National Dialogue on Social Security Act of 1998 - Title I: National Dialogue on Social Security - Directs the President the Speaker of the House of Representatives and the Majority Leader of the Senate to jointly convene a National Dialogue (ND) on the Old-Age Survivors and Disability Insurance (OASDI) program under title II of the Social Security Act. Ma...,20,2
303,HRES413,"Providing for consideration of the bill (S. 1502) entitled the ""District of Columbia Student Opportunity Scholarship Act of 1997"".",,R,1998-04-29,,,0,0,0,0,Congress,Sets forth the rule (closed) for the consideration of S. 1502 (establishment of District of Columbia Scholarship Corporation).,8,1
304,S1502,"A bill entitled the ""District of Columbia Student Opportunity Scholarship Act of 1997"".",District of Columbia Student Opportunity Scholarship Act of 1997,R,1997-11-09,,,4,2,2,0,Elementary and secondary education,District of Columbia Student Opportunity Scholarship Act of 1997 - Authorizes the establishment of the District of Columbia Scholarship Corporation as a private nonprofit corporation to administer publicize and evaluate the District of Columbia (District) scholarship program and to determine student and school eligibility for program participation. Establishes the District of Columbia Scholarship Fund to be administered by the Secretary of the Treasury through which annual funds shall be...,20,2
305,HRES414,Waiving a requirement of clause 4(b) of rule XI with respect to consideration of certain resolutions reported from the Committee on Rules.,,R,1998-04-29,,,0,0,0,0,Congress,Waives provisions of rule XI of the Rules of the House of Representatives that require a two-thirds vote to consider a report from the Committee on Rules on the same day it is presented to the House with respect to a resolution reported by such Committee before May 1 1998 to provide for the consideration or disposition of H.R. 3579 (emergency supplemental appropriations) including any amendment conference report or any amendment from conference in disagreement thereon.,10,1
306,HR6,To extend the authorization of programs under the Higher Education Act of 1965 and for other purposes.,Higher Education Amendments of 1998,R,1997-01-07,,,13,7,6,0,Higher education,TABLE OF CONTENTS: Title I: General Provisions Title II: Teacher Quality Title III: Institutional Aid Title IV: Student Assistance Part A: Grants to Students Part B: Federal Family Education Loan Program Part C: Federal Work-Study Programs Part D: William D. Ford Federal Direct Loan Program Part E: Federal Perkins Loans Part F: Need Analysis Part G: General Provisions Part H: Program Integrity Title V: Developing Institutions Title VI: International Education Programs Title VII: Graduate and ...,103,11
307,HCONRES220,Regarding American victims of terrorism.,,R,1998-02-12,,,21,11,10,0,International affairs,Expresses the sense of the Congress that: (1) the United States should demand the prosecution of all suspected perpetrators of Palestinian terrorist attacks against U.S. citizens and should seek the cooperation of the Palestinian Authority and all other appropriate authorities in the prosecution of these cases; and (2) the suspects should be tried in the United States unless it is determined that such action is contrary to effective prosecution.,11,1
308,HRES267,Expressing the sense of the House of Representatives that the citizens of the United States must remain committed to combat the distribution sale and use of illegal drugs by the Nation's youth.,,R,1997-10-09,,,181,166,15,1,Drug abuse,Expresses the sense of the Congress that: (1) all schools should be drug-free; (2) all Federal State and local drug fighting agencies should work together with schools and parents to ensure that a renewed effort is made to fight the distribution sale and use of illegal drugs in our schools and to America's youth; (3) all governmental leaders educators and parents share a role in raising the awareness of this issue and offering constructive alternatives to illegal drug use; and (4) the C...,13,1
309,HR1872,To amend the Communications Satellite Act of 1962 to promote competition and privatization in satellite communications and for other purposes.,Communications Satellite Competition and Privatization Act of 1998,R,1997-06-12,,,53,35,18,0,"Science, technology, communications","Communications Satellite Competition and Privatization Act of 1998 - Amends the Communications Satellite Act of 1962 to prohibit the issuance or renewal of any licenses or construction permits to or the authorization of use of space segments owned leased or operated by any separated entity unless the Federal Communications Commission (FCC) determines that such activities will not harm competition in the U.S. telecommunications market. Defines a ""separated entity"" as a privatized entity to...",23,3
310,HR3694,To authorize appropriations for fiscal year 1999 for intelligence and intelligence-related activities of the United States Government the Community Management Account and the Central Intelligence Agency Retirement and Disability System and for other purposes.,Intelligence Authorization Act for Fiscal Year 1999,R,1998-04-21,,,0,0,0,0,Armed forces and national security,TABLE OF CONTENTS: Title I: Intelligence Activities Title II: Central Intelligence Agency Retirement and Disability System Title III: General Provisions Title IV: Central Intelligence Agency Title V: Department of Defense Intelligence Activities Title VI: Foreign Intelligence and International Terrorism Investigations Title VII: Whistleblower Protection for Intelligence Community Employees Reporting Urgent Concerns to Congress Intelligence Authorization Act for Fiscal Year 1999 - Title I: Int...,53,3
311,HRES423,Expressing the sense of the House with respect to winning the war on drugs to protect our children.,,R,1998-05-07,,,56,56,0,0,Drug abuse,Declares the commitment of the House of Representatives to create a drug-free America. Urges House Members to work personally to mobilize kids parents faith-based and community organizations educators local officials law enforcement officers coaches and athletes to wage a winning war on drugs. Pledges to pass legislation that provides the weapons and tools necessary to protect children and communities from the dangers of drug addiction and violence. Declares that the United States will...,8,1
312,HR3811,To establish felony violations for the failure to pay legal child support obligations and for other purposes.,Deadbeat Parents Punishment Act of 1998,R,1998-05-07,,,1,0,1,0,Crime and law enforcement,Deadbeat Parents Punishment Act of 1998 - Amends Federal criminal law to prescribe criminal penalties (including mandatory restitution) for willful failure to pay child support obligations.,15,1
313,HR2829,To establish a matching grant program to help State and local jurisdictions purchase armor vests for use by law enforcement departments.,Bulletproof Vest Partnership Grant Act of 1998,D,1997-11-05,,,306,132,173,1,Crime and law enforcement,Bulletproof Vest Partnership Grant Act of 1998 - Amends the Omnibus Crime Control and Safe Streets Act of 1968 to authorize the Director of the Bureau of Justice Assistance to: (1) make grants to States units of local government and Indian tribes to purchase armor vests for use by State local and tribal law enforcement officers; and (2) give preferential consideration to applications from jurisdictions that have the greatest need have or will institute a mandatory wear policy have a vio...,14,1
314,HRES422,Expressing the sense of the House of Representatives that law enforcement officers who have died in the line of duty should be honored recognized and remembered for their great sacrifice.,,R,1998-05-07,,,30,29,1,0,Crime and law enforcement,Expresses the sense of the House of Representatives that the contributions made by law enforcement officers killed in the line of duty should be honored their dedication and sacrifice recognized and their unselfish service to the Nation remembered.,8,1
315,HRES428,Providing for consideration of the bill (H.R. 10) to enhance competition in the financial services industry by providing a prudential framework for the affiliation of banks securities firms and other financial service providers and for other purposes.,,R,1998-05-12,,,0,0,0,0,Congress,Sets forth the rule (modified closed) for the consideration of H.R. 10 (affiliation in the financial services industry).,8,1
316,HR10,To enhance competition in the financial services industry by providing a prudential framework for the affiliation of banks securities firms and other financial service providers and for other purposes.,Financial Services Act of 1998,R,1997-01-07,,,3,3,0,0,Finance and financial sector,TABLE OF CONTENTS: Title I: Facilitating Affiliation Among Securities Firms Insurance Companies and Depository Institutions Subtitle A: Affiliations Subtitle B: Streamlining Supervision of Financial Holding Companies Subtitle C: Subsidiaries of National Banks Subtitle D: Wholesale Financial Holding Companies; Wholesale Financial Institutions Subtitle E: Preservation of FTC Authority Subtitle F: Applying the Principles of National Treatment and Equality of Competitive Opportunity to Foreign ...,79,9
317,HR2431,An act to express United States foreign policy with respect to and to strengthen United States advocacy on behalf of individuals persecuted in foreign countries on account of religion; to authorize United States actions in response to violations of religious freedom in foreign countries; to establish an Ambassador at Large for International Religious Freedom within the Department of State a Commission on International Religious Freedom and a Special Advisor on International Religious Freedom within the National Security Council; and for other purposes.,International Religious Freedom Act of 1998,R,1997-09-08,,,131,80,50,1,International affairs,TABLE OF CONTENTS: Title I: Department of State Activities Title II: Commission on International Religious Freedom Title III: National Security Council Title IV: Presidential Actions Subtitle I: Targeted Responses to Violations of Religious Freedom Abroad Subtitle II: Strengthening Existing Law Title V: Promotion of Religious Freedom Title VI: Refugee Asylum and Consular Matters Title VII: Miscellaneous Provisions International Religious Freedom Act of 1998 - Declares it to be U.S. policy t...,67,3
318,HR3534,To improve congressional deliberation on proposed Federal private sector mandates and for other purposes.,Mandates Information Act of 1998,D,1998-03-24,,,91,74,17,1,Congress,Mandates Information Act of 1998 - Amends the Congressional Budget Act of 1974 to require a congressional committee report on any bill or joint resolution that includes any Federal private sector mandate to contain information concerning the impact of such mandate on consumers workers and small businesses including any disproportionate impact in particular regions or industries. Revises provisions concerning legislation subject to a point of order to: (1) define the point of order for a de...,30,5
319,HRES440,Expressing the sense of the Congress that the Committee on Government Reform and Oversight should confer immunity from prosecution for information and testimony concerning illegal foreign fundraising activities.,,R,1998-05-18,,,0,0,0,0,Congress,Expresses the sense of the House of Representatives that the Committee on Government Reform and Oversight should vote to direct the General Counsel of the House to apply to a U.S. district court for an order immunizing from use in prosecutions the testimony of and other information provided by Irene Wu Nancy Lee Larry Wong and Kent La at proceedings before or ancillary to the Committee.,6,1
320,HR3039,To amend title 38 United States Code to authorize the Secretary of Veterans Affairs to guarantee loans to provide multifamily transitional housing for homeless veterans and for other purposes.,Veterans Transitional Housing Opportunities Act of 1998,R,1997-11-13,,,12,4,8,0,Armed forces and national security,Veterans Transitional Housing Opportunities Act of 1998 - Authorizes the Secretary of Veterans Affairs to guarantee the full or partial repayment of loans for the provision of multifamily transitional housing (MTH) for homeless veterans. Sets a maximum aggregate amount of $100 million and a maximum number of 15 such loans that may be guaranteed not more than five of which may be guaranteed during the first three years after enactment of this Act. Outlines provisions concerning: (1) loan requ...,19,1
321,HR3718,To limit the jurisdiction of the Federal courts with respect to prison release orders.,,R,1998-04-23,,,0,0,0,0,Law,Amends the Federal judicial code to deny jurisdiction to a Federal court in a civil action regarding prison conditions to enter or carry out any order that would result in the release from or non-admission to a prison of any person subject to incarceration detention or admission because of a felony conviction or a violation of the terms or conditions of parole probation pretrial release or a diversionary program on the basis of prison conditions. Terminates any consent decree that wa...,9,1
322,HR3809,An act to authorize appropriations for the United States Customs Service for fiscal years 2000 and 2001.,Drug Free Borders Act of 1998,R,1998-05-07,,,4,4,0,0,Foreign trade and international finance,TABLE OF CONTENTS: Title I: Authorization of Appropriations for United States Customs Service for Enhanced Inspection Trade Facilitation and Drug Interdiction Title II: Customs Performance Report Drug Free Borders Act of 1998 - Title I: Authorization of Appropriations for United States Customs Service for Enhanced Inspection Trade Facilitation and Drug Interdiction - Amends the Customs Procedural Reform and Simplification Act of 1978 to authorize appropriations for FY 2000 and 2001 for th...,22,1
323,HRES441,Providing for further consideration of the bill (H.R. 3616) to authorize appropriations for fiscal year 1999 for military activities of the Department of Defense to prescribe military personnel strengths for fiscal year 1999 and for other purposes.,,R,1998-05-19,,,0,0,0,0,Congress,Sets forth the rule (modified closed) for the consideration of H.R. 3616 (Department of Defense authorization).,10,2
324,HR3616,To authorize appropriations for fiscal year 1999 for military activities of the Department of Defense to prescribe military personnel strengths for fiscal year 1999 and for other purposes.,Strom Thurmond National Defense Authorization Act for Fiscal Year 1999,R,1998-04-01,,,1,0,1,0,Armed forces and national security,TABLE OF CONTENTS: Division A: Department of Defense Authorizations Title I: Procurement Subtitle A: Authorization of Appropriations Subtitle B: Army Programs Subtitle C: Navy Programs Subtitle D: Air Force Programs Subtitle E: Other Matters Title II: Research Development Test and Evaluation Subtitle A: Authorization of Appropriations Subtitle B: Program Requirements Restrictions and Limitations Subtitle C: Ballistic Missile Defense Subtitle D: Other Matters Title III: Operation and Main...,134,17
325,HRES432,Expressing the sense of the House of Representatives concerning the President's assertions of executive privilege.,,R,1998-05-14,,,0,0,0,0,Government operations and politics,Declares that in the interests of full disclosure consistent with principles of openness in governmental operations all records or documents relating to any claims of executive privilege asserted by the President should be immediately made publicly available.,10,1
326,HRES433,Calling upon the President of the United States to urge full cooperation by his former political appointees and friends and their associates with congressional investigations.,,R,1998-05-14,,,0,0,0,0,Congress,Urges the President to: (1) immediately call upon his friends former associates and appointees and the associates of those individuals who have asserted fifth amendment privileges or fled the country to avoid testifying in congressional investigations to come forward and testify fully and truthfully before the relevant congressional committees; and (2) use all legal means at his disposal to compel people who have left the country to return and cooperate with the investigation.,9,1
327,HRES442,Providing for the consideration of the joint resolution (H.J.Res. 119) proposing an amendment to the Constitution of the United States to limit campaign spending and for consideration of the bill (H.R. 2183) to amend the Federal Election Campaign Act of 1971 to reform the financing of campaigns for elections for Federal office and for other purposes.,,R,1998-05-20,,,0,0,0,0,Congress,Sets forth the rule (open) for the consideration of H.J. Res. 119 (campaign spending limitation). Sets forth the rule (modified open) for the consideration of H.R. 2183 (campaign financing).,8,1
