,bill_number,title,short_title​,sponsor_party​,introduced_date​,enacted​,vetoed​,cosponsors_count​,cosponsors_R,cosponsors_D,cosponsors_I,primary_subject​,summary_short​,actions_count​,votes_count
424,S1603,A bill to reaffirm that certain land has been taken into trust for the benefit of the Match-E-Be-Nash-She-Wish Band of Pottawatami Indians and for other purposes.,Gun Lake Trust Land Reaffirmation Act,D,2013-10-29,2014-09-18,,1,0,1,0,Native Americans,(This measure has not been amended since it was introduced. The summary of that version is repeated here.) Gun Lake Trust Land Reaffirmation Act - Ratifies and confirms the actions of the Secretary of the Interior in taking specified land into trust for the benefit of the Match-E-Be-Nash-She-Wish Band of Pottawatami Indians.  Reaffirms that land as trust land. Prohibits an action relating to that land from being filed or maintained in a federal court.,27,1
425,HR24,To require a full audit of the Board of Governors of the Federal Reserve System and the Federal reserve banks by the Comptroller General of the United States and for other purposes.,Federal Reserve Transparency Act of 2014,R,2013-01-03,,,228,209,19,0,Finance and Financial Sector,(This measure has not been amended since it was reported to the House on September 16 2014. The summary of that version is repeated here.) Federal Reserve Transparency Act of 2014 - Directs the Comptroller General (GAO) to: (1) complete within 12 months of enactment of this Act the required audit of the Board of Governors of the Federal Reserve System (Federal Reserve Board) and of the Federal Reserve Banks; and (2) submit to Congress within 90 days of audit completion a detailed report ...,15,1
426,HR5462,To amend title 49 United States Code to provide for limitations on the fees charged to passengers of air carriers.,To amend title 49 United States Code to provide for limitations on the fees charged to passengers of air carriers.,R,2014-09-15,2014-12-09,,5,2,3,0,Transportation and Public Works,(This measure has not been amended since it was introduced. The summary of that version is repeated here.) Revises aviation passenger security fee requirements to limit per round trip fees to $11.20.,15,1
427,S476,A bill to amend the Chesapeake and Ohio Canal Development Act to extend to the Chesapeake and Ohio Canal National Historical Park Commission.,A bill to amend the Chesapeake and Ohio Canal Development Act to extend to the Chesapeake and Ohio Canal National Historical Park Commission.,D,2013-03-06,2014-09-19,,1,0,1,0,Public Lands and Natural Resources,(This measure has not been amended since it was reported to the Senate on June 27 2013. The summary of that version is repeated here.) Reauthorizes the Chesapeake and Ohio Canal National Historical Park Commission for a term of ten years after enactment of this Act.,26,1
428,HJRES124,Making continuing appropriations for fiscal year 2015 and for other purposes.,Continuing Appropriations Resolution 2015,R,2014-09-09,2014-09-19,,0,0,0,0,Economics and Public Finance,(This measure has not been amended since it was passed by the House on September 17 2014. The summary of that version is repeated here.) Highlights:  The Continuing Appropriations Resolution 2015 provides continuing FY2015 appropriations to federal agencies until December 11 2014 or enactment of specified appropriations legislation. The joint resolution also authorizes the Secretary of Defense (DOD) to provide assistance in Syria.  It also extends the operating authority of the Export-Imp...,30,6
429,HRES727,Providing for consideration of the bill (H.R. 2) to remove Federal Government obstacles to the production of more domestic energy; to ensure transport of that energy reliably to businesses consumers and other end users; to lower the cost of energy to consumers; to enable manufacturers and other businesses to access domestically produced energy affordably and reliably in order to create and sustain more secure and well-paying American jobs; and for other purposes; providing for consideration of the bill (H.R. 4) to make revisions to Federal law to improve the conditions necessary for economic growth and job creation and for other purposes; and providing for proceedings during the period from September 22 2014 through November 11 2014.,Providing for consideration of the bill (H.R. 2) to remove Federal Government obstacles to the production of more domestic energy; to ensure transport of that energy reliably to businesses consumers and other end users; to lower the cost of energy to co,R,2014-09-16,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (H.R. 2) to remove Federal Government obstacles to the production of more domestic energy; to ensure transport of that energy reliably to businesses consumers and other end users; to lower the cost of energy to consumers; to enable manufacturers and other businesses to access domestically produced energy affordably and reliably in order to create and sustain more secure and well-paying American jobs; and for other purposes; providing for con...,10,2
430,HR4,To make revisions to Federal law to improve the conditions necessary for economic growth and job creation and for other purposes.,Jobs for America Act,R,2014-09-15,,,4,4,0,0,Economics and Public Finance,"(This measure has not been amended since it was introduced. The summary has been expanded because action occurred on the measure.) Jobs for America Act - Division I: Ways and Means - Title I: Save American Workers - Save American Workers Act of 2014 - (Sec. 102) Amends the Internal Revenue Code to redefine ""full-time employee"" for purposes of the mandate requiring employers to provide health care coverage for their employees as an employee who is employed on average at least 40 hours of ser...",26,2
431,HR2,To remove Federal Government obstacles to the production of more domestic energy; to ensure transport of that energy reliably to businesses consumers and other end users; to lower the cost of energy to consumers; to enable manufacturers and other businesses to access domestically produced energy affordably and reliably in order to create and sustain more secure and well-paying American jobs; and for other purposes.,American Energy Solutions for Lower Costs and More American Jobs Act,R,2014-09-15,,,15,15,0,0,Energy,(This measure has not been amended since it was introduced. The summary has been expanded because action occurred on the measure.) American Energy Solutions for Lower Costs and More American Jobs Act - Division A: Energy and Commerce - Title I: Modernizing Infrastructure - Subtitle A: Northern Route Approval - Northern Route Approval Act - (Sec. 103) Declares that a presidential permit shall not be required for the pipeline described in the application filed on May 4 2012 by TransCanada Key...,24,2
432,HR4194,To provide for the elimination or modification of Federal reporting requirements.,Government Reports Elimination Act of 2014,R,2014-03-11,2014-11-17,,2,1,1,0,Government Operations and Politics,(This measure has not been amended since it was passed by the Senate on September 16 2014. The summary of that version is repeated here.) Government Reports Elimination Act of 2014 - Provides for the elimination or modification of reporting and notification requirements of specified federal agencies and departments.  Title I: Department of Agriculture - Eliminates:   peanut base acres data collection and publication under the Food Conservation and Energy Act of 2008;  the report on export ...,26,1
433,HRES748,Providing for consideration of the bill (H.R. 5682) to approve the Keystone XL Pipeline.,Providing for consideration of the bill (H.R. 5682) to approve the Keystone XL Pipeline.,R,2014-11-12,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (H.R. 5682) to approve the Keystone XL Pipeline.,8,1
434,HR5682,To approve the Keystone XL Pipeline.,To approve the Keystone XL Pipeline.,R,2014-11-12,,,3,3,0,0,Energy,(This measure has not been amended since it was introduced. The summary of that version is repeated here.) Authorizes TransCanada Keystone Pipeline L.P. to construct connect operate and maintain the pipeline and cross-border facilities specified in an application filed by TransCanada Corporation to the Department of State on May 4 2012. Deems the Final Supplemental Environmental Impact Statement regarding the pipeline issued by the Secretary of State in January 2014 to fully satisfy the ...,18,2
435,HR5162,"To amend the Act entitled ""An Act to allow a certain parcel of land in Rockingham County Virginia to be used for a child care center"" to remove the use restriction and for other purposes.","To amend the Act entitled ""An Act to allow a certain parcel of land in Rockingham County Virginia to be used for a child care center"" to remove the use restriction and for other purposes.",R,2014-07-22,,,0,0,0,0,Public Lands and Natural Resources,(This measure has not been amended since it was introduced. The summary of that version is repeated here.) Amends federal law authorizing Rockingham County Virginia to use specified land transferred by the United States for a child care center to remove that use restriction.,16,1
436,HRES756,Providing for consideration of the bill (H.R. 1422) to amend the Environmental Research Development and Demonstration Authorization Act of 1978 to provide for Scientific Advisory Board member qualifications public participation and for other purposes; providing for consideration of the bill (H.R. 4012) to prohibit the Environmental Protection Agency from proposing finalizing or disseminating regulations or assessments based upon science that is not transparent or reproducible; providing for consideration of the bill (H.R. 4795) to promote new manufacturing in the United States by providing for greater transparency and timeliness in obtaining necessary permits and for other purposes; and providing for proceedings during the period from November 21 2014 through November 28 2014.,Providing for consideration of the bill (H.R. 1422) to amend the Environmental Research Development and Demonstration Authorization Act of 1978 to provide for Scientific Advisory Board member qualifications public participation and for other purposes;,R,2014-11-17,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (H.R. 1422) to amend the Environmental Research Development and Demonstration Authorization Act of 1978 to provide for Scientific Advisory Board member qualifications public participation and for other purposes; providing for consideration of the bill (H.R. 4012) to prohibit the Environmental Protection Agency from proposing finalizing or disseminating regulations or assessments based upon science that is not transparent or reproducible;...,8,2
437,HR1422,To amend the Environmental Research Development and Demonstration Authorization Act of 1978 to provide for Scientific Advisory Board member qualifications public participation and for other purposes.,EPA Science Advisory Board Reform Act of 2014,R,2013-04-09,,,21,21,0,0,Environmental Protection,EPA Science Advisory Board Reform Act of 2014 - (Sec. 2) Amends the Environmental Research Development and Demonstration Authorization Act of 1978 to revise requirements for the Science Advisory Board which gives scientific advice to the Environmental Protection Agency (EPA) and address public disclosure of scientific and technical information that the EPA uses as a basis for agency actions. Emphasizes that the Board provides such advice independently. Revises the process of selecting mem...,19,3
438,HR4012,To prohibit the Environmental Protection Agency from proposing finalizing or disseminating regulations or assessments based upon science that is not transparent or reproducible.,Secret Science Reform Act of 2014,R,2014-02-06,,,53,53,0,0,Environmental Protection,Secret Science Reform Act of 2014 - Amends the Environmental Research Development and Demonstration Authorization Act of 1978 to prohibit the Environmental Protection Agency (EPA) from proposing finalizing or disseminating a covered action unless all scientific and technical information relied on to support such action is specifically identified and publicly available online in a manner sufficient for independent analysis and substantial reproduction of research results. Includes as a cov...,25,3
439,HR4795,To promote new manufacturing in the United States by providing for greater transparency and timeliness in obtaining necessary permits and for other purposes.,Promoting New Manufacturing Act,R,2014-05-30,,,13,13,0,0,Environmental Protection,Promoting New Manufacturing Act - (Sec. 2) Requires the Environmental Protection Agency (EPA) to publish on its website for FY2008 and each subsequent fiscal year:   the total number of preconstruction permits issued annually under the Clean Air Act's New Source Review Program for the construction or modification of a major emitting facility or major stationary source (any stationary facility or source of air pollutants which directly emits or has the potential to emit 100 tons per year or ...,28,3
440,HR5629,To amend the Homeland Security Act of 2002 to strengthen the Domestic Nuclear Detection Office and for other purposes.,Strengthening Domestic Nuclear Security Act of 2014,R,2014-09-18,,,1,1,0,0,Emergency Management,Strengthening Domestic Nuclear Security Act of 2014 - Amends the Homeland Security Act of 2002 to authorize appropriations for the Domestic Nuclear Detection Office for FY2015-FY2016.  Requires the Director for Domestic Nuclear Detection: (1) in developing and implementing the enhanced global nuclear detection architecture to provide support for planning organization equipment training exercises and operational assessments to federal state local territorial and tribal entities to as...,10,1
441,HR3438,To amend the Homeland Security Act of 2002 to authorize use of grants under the Urban Area Security Initiative and the State Homeland Security Grant Program to work in conjunction with a Department of Energy national laboratory.,National Laboratories Mean National Security Act,D,2013-10-30,,,6,1,5,0,Emergency Management,(This measure has not been amended since it was introduced. The summary of that version is repeated here.) National Laboratories Mean National Security Act - Amends the Homeland Security Act of 2002 to authorize recipients of grants under the Urban Area Security Initiative and the State Homeland Security Grant Program to work in conjunction with a National Laboratory to achieve target capabilities related to preventing preparing for protecting against and responding to acts of terrorism.,10,1
442,S2040,A bill to exchange trust and fee land to resolve land disputes created by the realignment of the Blackfoot River along the boundary of the Fort Hall Indian Reservation and for other purposes.,Blackfoot River Land Exchange Act of 2014,R,2014-02-25,2014-12-08,,1,1,0,0,Native Americans,(This measure has not been amended since it was passed by the Senate on September 18 2014. The summary of that version is repeated here.) Blackfoot River Land Exchange Act of 2014 - (Sec. 4) Extinguishes all claims and all right title and interest in specified Indian and non-Indian land as part of the settlement of disputes within the Fort Hall Indian Reservation of the Shoshone-Bannock Indian Tribes in Idaho resulting from the realignment of the Blackfoot River by the Corps of Engineers i...,20,1
443,HR5050,To repeal the Act of May 31 1918 and for other purposes.,May 31 1918 Act Repeal Act,R,2014-07-09,2014-12-17,,1,0,1,0,Native Americans,(This measure has not been amended since it was introduced. The summary of that version is repeated here.) May 31 1918 Act Repeal Act - Repeals the 1918 Act (authorizing the establishment of a town site on the Fort Hall Indian Reservation in Idaho). Grants the Shoshone-Bannock Tribes of the Fort Hall Reservation the exclusive right of first refusal to purchase at fair market value any land offered for sale within the Fort Hall Townsite.  Requires the United States to hold in trust for the be...,21,1
444,HR3572,To revise the boundaries of certain John H. Chafee Coastal Barrier Resources System units in North Carolina.,To revise the boundaries of certain John H. Chafee Coastal Barrier Resources System units.,D,2013-11-21,2014-12-17,,0,0,0,0,Public Lands and Natural Resources,(This measure has not been amended since it was passed by the House on December 2 2014. The summary of that version is repeated here.) Revises the boundaries of the following units within the John H. Chafee Coastal Barrier Resources System:    Lea Island Complex L07 Wrightsville Beach Unit L08 and Masonboro Island Unit L09 in North Carolina; Sachuest Point Unit RI-04P Easton Beach Unit RI-05P Almy Pond Unit RI-06 and Hazards Beach Unit RI-07 in Rhode Island; Gasparilla Island Unit FL-70...,21,1
445,HR5739,To amend the Social Security Act to provide for the termination of social security benefits for individuals who participated in Nazi persecution and for other purposes.,No Social Security for Nazis Act,R,2014-11-19,2014-12-10,,48,24,24,0,Social Welfare, (This measure has not been amended since it was introduced. The summary of that version is repeated here.) No Social Security for Nazis Act - Amends title II (Old Age Survivors and Disability Insurance) (OASDI) of the Social Security Act (SSA) to consider the following individuals to be removed under the Immigration and Nationality Act and so to have their OASDI benefits terminated:  an individual with respect to whom an order admitting the individual to citizenship has been revoked and set...,15,1
446,HR3240,To instruct the Comptroller General of the United States to study the impact of Regulation D and for other purposes.,Regulation D Study Act,R,2013-10-03,,,34,15,19,0,Finance and Financial Sector,(This measure has not been amended since it was introduced. The summary of that version is repeated here.) Regulation D Study Act - Directs the Comptroller General (GAO) to study the impact upon depository institutions consumers and monetary policy of the requirement that depository institutions maintain reserves in accordance with the Federal Reserve Act and Regulation D (Reserve Requirements of Depository Institutions).  Requires such study to include: (1) a historic review of how the Boa...,14,1
447,HR2366,To require the Secretary of the Treasury to mint coins in commemoration of the centennial of World War I.,World War I American Veterans Centennial Commemorative Coin Act,R,2013-06-13,2014-12-10,,302,165,137,0,Finance and Financial Sector,(This measure has not been amended since it was passed by the House on December 2 2014. The summary of that version is repeated here.) World War I American Veterans Centennial Commemorative Coin Act - Directs the Secretary of the Treasury to: (1) mint and issue $1 silver coins in commemoration of the centennial of America's involvement in World War I; and (2) hold a juried competition and compensate its winner for design of the obverse and reverse of the coins in a way emblematic of the ce...,14,1
448,HRES766,Providing for consideration of the bill (H.R. 5771) to amend the Internal Revenue Code of 1986 to extend certain expiring provisions and make technical corrections and for other purposes and providing for consideration of the bill (H.R. 647) to amend the Internal Revenue Code of 1986 to provide for the tax treatment of ABLE accounts established under State programs for the care of family members with disabilities and for other purposes.,Providing for consideration of the bill (H.R. 5771) to amend the Internal Revenue Code of 1986 to extend certain expiring provisions and make technical corrections and for other purposes and providing for consideration of the bill (H.R. 647) to amend th,R,2014-12-02,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (H.R. 5771) to amend the Internal Revenue Code of 1986 to extend certain expiring provisions and make technical corrections and for other purposes and providing for consideration of the bill (H.R. 647) to amend the Internal Revenue Code of 1986 to provide for the tax treatment of ABLE accounts established under State programs for the care of family members with disabilities.,10,1
449,HR5769,To authorize appropriations for the Coast Guard for fiscal year 2015 and for other purposes.,Howard Coble Coast Guard and Maritime Transportation Act of 2014,R,2014-12-01,,,3,1,2,0,Transportation and Public Works,(This measure has not been amended since it was introduced. The summary has been expanded because action occurred on the measure.) Howard Coble Coast Guard and Maritime Transportation Act of 2014 - Title I: Authorization -  (Sec. 101) Authorizes FY2015 appropriations for the Coast Guard for:   operation and maintenance;  the acquisition construction rebuilding and improvement of aids to navigation shore and offshore facilities vessels and aircraft;  the Coast Guard Reserve program;  env...,10,1
450,HR5771,To amend the Internal Revenue Code of 1986 to extend certain expiring provisions and make technical corrections and for other purposes.,To amend the Internal Revenue Code of 1986 to extend certain expiring provisions and make technical corrections to amend the Internal Revenue Code of 1986 to provide for the tax treatment of ABLE accounts established under State programs for the care of,R,2014-12-01,2014-12-18,,0,0,0,0,Taxation,(Although this measure has not been amended since it was passed by the House the text was changed by H. Con. Res. 124 which made enrollment corrections and the summary has been modified as necessary.) Division A: Tax Increase Prevention Act of 2014 - Tax Increase Prevention Act of 2014 - Title I: Certain Expiring Provisions - Subtitle A: Individual Tax Extenders - (Sec. 101) Extends through 2014:   the tax deduction of expenses of elementary and secondary school teachers;  the tax exclusio...,25,3
451,HR647,To amend the Internal Revenue Code of 1986 to provide for the tax treatment of ABLE accounts established under State programs for the care of family members with disabilities and for other purposes.,ABLE Act of 2014,R,2013-02-13,,,380,194,187,0,Taxation,Achieving a Better Life Experience Act of 2014 or the ABLE Act of 2014 - Title I: Qualified ABLE Programs - (Sec. 101) States as the purposes of this title to: (1) encourage and assist individuals and families in saving private funds for the purpose of supporting individuals with disabilities to maintain health independence and quality of life; and (2) provide secure funding for disability-related expenses of beneficiaries with disabilities that will supplement but not supplant benefits p...,19,1
452,HRES770,Providing for consideration of the Senate amendment to the bill (H.R. 3979) to amend the Internal Revenue Code of 1986 to ensure that emergency services volunteers are not taken into account as employees under the shared responsibility requirements contained in the Patient Protection and Affordable Care Act; providing for consideration of the bill (H.R. 5759) to establish a rule of construction clarifying the limitations on executive authority to provide certain forms of immigration relief; and providing for consideration of the bill (H.R. 5781) to provide short-term water supplies to drought-stricken California.,Providing for consideration of the Senate amendment to the bill (H.R. 3979) to amend the Internal Revenue Code of 1986 to ensure that emergency services volunteers are not taken into account as employees under the shared responsibility requirements contai,R,2014-12-03,,,0,0,0,0,Congress,Sets forth the rule for consideration of the Senate amendment to the bill (H.R. 3979) to amend the Internal Revenue Code of 1986 to ensure that emergency services volunteers are not taken into account as employees under the shared responsibility requirements contained in the Patient Protection and Affordable Care Act; providing for consideration of the bill (H.R. 5759) to establish a rule of construction clarifying the limitations on executive authority to provide certain forms of immigration...,8,2
453,HRES758,Strongly condemning the actions of the Russian Federation under President Vladimir Putin which has carried out a policy of aggression against neighboring countries aimed at political and economic domination.,Strongly condemning the actions of the Russian Federation under President Vladimir Putin which has carried out a policy of aggression against neighboring countries aimed at political and economic domination.,R,2014-11-18,,,5,4,1,0,International Affairs,Supports the efforts by President Poroshenko and the people of Ukraine to establish a lasting peace for Ukraine that includes:   full withdrawal of Russian forces from its territory  full control of its international borders  disarming of separatist and paramilitary forces in eastern Ukraine  adoption of policies to reduce the Russian Federation's ability to use energy exports and trade barriers as weapons to apply economic and political pressure and  an end to interference by the Russian...,9,1
454,HR5759,To establish a rule of construction clarifying the limitations on executive authority to provide certain forms of immigration relief.,Preventing Executive Overreach on Immigration Act of 2014,R,2014-11-20,,,17,17,0,0,Immigration, Preventing Executive Overreach on Immigration Act of 2014 - Prohibits the executive branch of the government from:   exempting or deferring from removal by executive order regulation or any other means categories of aliens considered under the immigration laws to be unlawfully present in the United States;  treating such aliens as if they were lawfully present or had a lawful immigration status; or  treating them other than as unauthorized aliens.   States that such prohibition shall not...,15,2
455,HR5781,To provide short-term water supplies to drought-stricken California.,California Emergency Drought Relief Act of 2014,R,2014-12-02,,,7,6,1,0,Water Resources Development,California Emergency Drought Relief Act of 2014 - Title I: California Emergency Drought Relief - (Sec. 102) Grants the Secretaries of Commerce and the Interior (Secretaries) emergency authority subject to existing priorities of individuals and entities to direct the operations of the Central Valley Project (CVP) and allow the State Water Project (SWP) operated by the California Department of Water Resources to provide the maximum quantity of water supplies possible to CVP agricultural muni...,15,2
456,HRES775,Providing for consideration of the bill (S. 2244) to extend the termination date of the Terrorism Insurance Program established under the Terrorism Risk Insurance Act of 2002 and for other purposes; providing for consideration of motions to suspend the rules; and providing for proceedings during the period from December 12 2014 through January 3 2015.,Providing for consideration of the bill (S. 2244) to extend the termination date of the Terrorism Insurance Program established under the Terrorism Risk Insurance Act of 2002 and for other purposes; providing for consideration of motions to suspend the r,R,2014-12-09,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (S. 2244) to extend the termination date of the Terrorism Insurance Program established under the Terrorism Risk Insurance Act of 2002 and for other purposes; providing for consideration of motions to suspend the rules; and providing for proceedings during the period from December 12 2014 through January 3 2015.,8,1
457,S1000,A bill to require the Director of the Office of Management and Budget to prepare a crosscut budget for restoration activities in the Chesapeake Bay watershed and for other purposes.,Chesapeake Bay Accountability and Recovery Act of 2014,D,2013-05-21,2014-12-12,,1,0,1,0,Public Lands and Natural Resources,(This measure has not been amended since it was passed by the Senate on December 2 2014. The summary of that version is repeated here.) Chesapeake Bay Accountability and Recovery Act of 2014 - (Sec. 3) Requires the Office of Management and Budget (OMB) to submit to Congress a financial report on restoration activities in the Chesapeake Bay watershed by September 30 of each year. Requires the report to contain:   an interagency crosscut budget for federal and state restoration activities that...,17,1
458,S2244,A bill to extend the termination date of the Terrorism Insurance Program established under the Terrorism Risk Insurance Act of 2002 and for other purposes.,Terrorism Risk Insurance Program Reauthorization Act of 2014,D,2014-04-10,,,25,7,18,0,Finance and Financial Sector,Terrorism Risk Insurance Program Reauthorization Act of 2014 - Title I: Extension of Terrorism Insurance Program - (Sec. 101) Amends the Terrorism Risk Insurance Act of 2002 (TRIA) to extend the Terrorism Insurance Program through December 31 2020 and to revise requirements for the Program. (Sec. 102) Requires the federal share of payments beginning on January 1 2016 for acts of terrorism in general to be reduced annually to 80% of insured losses. (Sec. 103) Specifies the aggregate indu...,20,4
459,HRES776,Providing for consideration of the Senate amendment to the bill (H.R. 83) to require the Secretary of the Interior to assemble a team of technical policy and financial experts to address the energy needs of the insular areas of the United States and the Freely Associated States through the development of energy action plans aimed at promoting access to affordable reliable energy including increasing use of indigenous clean-energy resources and for other purposes; waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules; and for other purposes.,Providing for consideration of the Senate amendment to the bill (H.R. 83) to require the Secretary of the Interior to assemble a team of technical policy and financial experts to address the energy needs of the insular areas of the United States and the,R,2014-12-10,,,0,0,0,0,Congress,Sets forth the rule for consideration of the Senate amendment to the bill (H.R. 83) to require the Secretary of the Interior to assemble a team of technical policy and financial experts to address the energy needs of the insular areas of the United States and the Freely Associated States through the development of energy action plans aimed at promoting access to affordable reliable energy including increasing use of indigenous clean-energy resources and for other purposes; waiving a requ...,9,1
460,HR5806,To amend the Internal Revenue Code of 1986 to modify and make permanent certain expiring provisions related to charitable contributions.,Supporting America's Charities Act,R,2014-12-08,,,4,4,0,0,Taxation,Supporting America's Charities Act - Amends the Internal Revenue Code to make permanent: (1) the tax deduction for charitable contributions by individuals and corporations of real property interests for conservation purposes and (2) tax-free distributions from individual retirement accounts (IRAs) for charitable purposes. Allows a tax deduction for charitable contributions for conservation purposes of property conveyed under the Alaska Native Claims Settlement Act by an Alaska Native Corpora...,8,1
461,HR83,To require the Secretary of the Interior to assemble a team of technical policy and financial experts to address the energy needs of the insular areas of the United States and the Freely Associated States through the development of action plans aimed at reducing reliance on imported fossil fuels and increasing use of indigenous clean-energy resources and for other purposes.,Consolidated and Further Continuing Appropriations Act 2015,D,2013-01-03,2014-12-16,,4,0,4,0,Economics and Public Finance,(This measure has not been amended since the House agreed with an amendment to the Senate amendment on December 11 2014. The summary of that version is repeated here.) Highlights: The Consolidated and Further Continuing Appropriations Act 2015 provides appropriations for most of the federal government through the end of FY2015 and continuing appropriations for the Department of Homeland Security through February 27 2015.  The Act includes eleven of the twelve regular appropriations bills. ...,48,16
462,HR5699,To authorize the Secretary of the Interior to acquire approximately 44 acres of land in Martinez California and for other purposes.,John Muir National Historic Site Expansion Act,D,2014-11-13,,,0,0,0,0,Public Lands and Natural Resources,(This measure has not been amended since it was reported to the House on December 9 2014. The summary of that version is repeated here.)  John Muir National Historic Site Expansion Act - Authorizes the Department of the Interior to acquire by donation approximately 44 acres of land to include in the John Muir National Historic Site in Martinez California.,13,1
463,SRES15,A resolution to improve procedures for the consideration of legislation and nominations in the Senate.,A resolution to improve procedures for the consideration of legislation and nominations in the Senate.,D,2013-01-24,,,2,1,1,0,Congress,(This measure has not been amended since it was introduced. The summary has been expanded because action occurred on the measure.) Limits to four hours any debate on a motion to proceed to the consideration of a measure or matter. Applies the following conditions on the proposal of amendments if the motion to proceed is agreed to:  the first amendments in order shall be one first-degree amendment each offered by the minority the majority the minority and the majority (with forfeiture of th...,3,1
464,SRES16,A resolution amending the Standing Rules of the Senate.,A resolution amending the Standing Rules of the Senate.,D,2013-01-24,,,3,2,1,0,Congress,(This measure has not been amended since it was introduced. The summary has been expanded because action occurred on the measure.) Amends Rule XXII (Precedence of Motions) of the Standing Rules of the Senate to prescribe a procedure for a bipartisan cloture motion on a motion to proceed to a measure or matter. Requires the motion to be signed by 16 Senators including the Majority Leader the Minority Leader 7 additional Senators not affiliated with the majority and 7 additional Senators no...,3,1
465,S16,A bill to provide for a sequester replacement.,A bill to provide for a sequester replacement.,R,2013-02-27,,,2,2,0,0,Economics and Public Finance,Requires the President by March 15 2013 to submit to Congress a qualifying sequester replacement plan proposing to cancel permanently $85.333 billion of budgetary resources available for FY2013 from any discretionary appropriations or direct spending account. Requires further that:  up to $42.666.500 billion of budgetary resources be cancelled from defense spending (budget function 050); any cancellation of such budgetary resources comply with the policies under and consistent with amounts...,6,1
466,S388,A bill to appropriately limit sequestration to eliminate tax loopholes and for other purposes.,American Family Economic Protection Act of 2013,D,2013-02-26,,,2,0,2,0,Economics and Public Finance,"American Family Economic Protection Act of 2013 - Title I: Budget Provisions - Amends the Balanced Budget and Emergency Deficit Control Act of 1985 (Gramm-Rudman-Hollings Act) to revise discretionary spending limits (spending caps) for security and nonsecurity categories in new budget authority for FY2013. Establishes discretionary spending limits for revised security and nonsecurity categories for FY2014-FY2021. Defines ""revised security category"" as discretionary appropriations in budget fu...",6,1
467,SRES64,An original resolution authorizing expenditures by committees of the Senate for the period March 1 2013 through September 30 2013.,An original resolution authorizing expenditures by committees of the Senate for the period March 1 2013 through September 30 2013.,D,2013-02-28,,,0,0,0,0,Congress,(This measure has not been amended since it was introduced. The expanded summary of the Senate reported version is repeated here.) (Sec. 1) Authorizes expenditures by the following Senate committees from March 1 2013 through September 30 2013: (1) Agriculture Nutrition and Forestry; (2) Armed Services; (3) Banking Housing and Urban Affairs; (4) Budget; (5) Commerce Science and Transportation; (6) Energy and Natural Resources; (7) Environment and Public Works; (8) Finance; (9) Foreign...,5,1
468,SCONRES8,An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2014 revising the appropriate budgetary levels for fiscal year 2013 and setting forth the appropriate budgetary levels for fiscal years 2015 through 2023.,An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2014 revising the appropriate budgetary levels for fiscal year 2013 and setting forth the appropriate budgetary levels for fiscal y,D,2013-03-15,,,0,0,0,0,Economics and Public Finance,Sets forth the congressional budget for the federal government for FY2013 including the appropriate budgetary levels for FY2015-FY2023. Title I: Recommended Levels and Amounts - (Sec. 101) Lists recommended budgetary levels and amounts for FY2013-FY2023 with respect to: (1) federal revenues (2) new budget authority (3) budget outlays (4) deficits (5) public debt and (6) debt held by the public. (Sec. 102) Lists the appropriate levels of new budget authority outlays and administrative ...,24,48
469,S649,A bill to ensure that all individuals who should be prohibited from buying a firearm are listed in the national instant criminal background check system and require a background check for every firearm sale and for other purposes.,Safe Communities Safe Schools Act of 2013,D,2013-03-21,,,1,0,1,0,Crime and Law Enforcement,Safe Communities Safe Schools Act of 2013 - Amends the NICS Improvement Amendments Act of 2007 (NICS Act) the Brady Handgun Violence Prevention Act (Brady Act) the Omnibus Crime Control and Safe Streets Act of 1968 and the federal criminal code to require background checks for all firearm sales prohibit straw purchases of firearms and expand the school safety grant program.  Fix Gun Checks Act of 2013 - Amends the NICS Act to eliminate from the records concerning persons who are prohibi...,13,10
470,S743,A bill to restore States' sovereign rights to enforce State and local sales and use tax laws and for other purposes.,Marketplace Fairness Act of 2013,R,2013-04-16,,,29,6,22,0,Taxation,Marketplace Fairness Act of 2013 - (Sec. 2) Authorizes each member state under the Streamlined Sales and Use Tax Agreement (the multi-state agreement for the administration and collection of sales and use taxes adopted on November 12 2002) to require all sellers not qualifying for the small-seller exception (applicable to remote sellers with annual gross receipts in total U.S. remote sales not exceeding $1 million in the preceding calendar year) to collect and remit sales and use taxes for ...,20,5
471,S601,A bill to provide for the conservation and development of water and related resources to authorize the Secretary of the Army to construct various projects for improvements to rivers and harbors of the United States and for other purposes.,Water Resources Development Act of 2013,D,2013-03-18,,,1,1,0,0,Water Resources Development,Water Resources Development Act of 2013 - Title I: Water Resource Projects - (Sec. 1001) Sets forth the purposes of this title including to: (1) authorize projects that are the subject of a completed report of the Chief of Engineers of the Army Corps of Engineers (Corps) containing a determination that the relevant project is in the federal interest results in benefits that exceed the costs is environmentally acceptable is technically feasible and has been recommended to Congress for aut...,21,9
