,bill_number,title,short_title​,sponsor_party​,introduced_date​,enacted​,vetoed​,cosponsors_count​,cosponsors_R,cosponsors_D,cosponsors_I,primary_subject​,summary_short​,actions_count​,votes_count
82,HRES271,Condemning the Trump Administration's Legal Campaign to Take Away Americans' Health Care.,Condemning the Trump Administration's Legal Campaign to Take Away Americans' Health Care.,D,2019-03-29,,,104,1,103,0,Health,This resolution urges the Department of Justice (DOJ) to cease its efforts against the Patient Protection and Affordable Care Act (PPACA) and reverse its position in Texas v. United States. (On March 25 2019 DOJ submitted a letter to the appellate court agreeing with the lower court's decision that PPACA should be struck in its entirety).,16,1
83,HR1585,To reauthorize the Violence Against Women Act of 1994 and for other purposes.,Violence Against Women Reauthorization Act of 2019,D,2019-03-07,,,167,2,165,0,Crime and Law Enforcement,Violence Against Women Reauthorization Act of 2019 This bill modifies and reauthorizes through FY2024 programs and activities under the Violence Against Women Act that seek to prevent and respond to domestic violence sexual assault dating violence and stalking. Among other things the bill also authorizes new programs makes changes to federal firearms laws and establishes new protections to promote housing stability and economic security for victims of domestic violence sexual assault ...,91,7
84,HR829,"To designate the facility of the United States Postal Service located at 1450 Montauk Highway in Mastic New York as the ""Army Specialist Thomas J. Wilwerth Post Office Building"".","To designate the facility of the United States Postal Service located at 1450 Montauk Highway in Mastic New York as the ""Army Specialist Thomas J. Wilwerth Post Office Building"".",R,2019-01-28,2019-08-21,,26,5,21,0,Government Operations and Politics,"Designates the facility of the United States Postal Service located at 1450 Montauk Highway in Mastic New York as the ""Army Specialist Thomas J. Wilwerth Post Office Building.""",21,1
85,SJRES7,A joint resolution to direct the removal of United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress.,A joint resolution to direct the removal of United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress.,I,2019-01-30,,2019-04-16,19,1,18,0,International Affairs,This joint resolution directs the President to remove U.S. Armed Forces from hostilities in or affecting Yemen within 30 days unless Congress authorizes a later withdrawal date issues a declaration of war or specifically authorizes the use of the Armed Forces. Prohibited activities include providing in-flight fueling for non-U.S. aircraft conducting missions as part of the conflict in Yemen. This joint resolution shall not affect any military operations directed at Al Qaeda. The President m...,31,5
86,HCONRES19,Authorizing the use of the Capitol Grounds for the Greater Washington Soap Box Derby.,Authorizing the use of the Capitol Grounds for the Greater Washington Soap Box Derby.,D,2019-02-14,,,8,0,8,0,Congress,This concurrent resolution permits the Greater Washington Soap Box Derby Association to sponsor soap box derby races as a free public event on the Capitol grounds on June 15 2019.,21,1
87,HR1331,To amend the Federal Water Pollution Control Act to reauthorize certain programs relating to nonpoint source management and for other purposes.,Local Water Protection Act,D,2019-02-25,,,2,2,0,0,Environmental Protection,Local Water Protection Act This bill reauthorizes through FY2024 grants to states for (1) programs that manage and control pollution added from nonpoint sources to navigable waters and (2) groundwater quality protection activities to advance state implementation of such programs. Water pollution from nonpoint sources is caused by precipitation picking up pollution as it moves over or through the ground.,18,1
88,HRES294,Providing for consideration of the bill (H.R. 1644) to restore the open internet order of the Federal Communications Commission; providing for consideration of the bill (H.R. 2021) to amend the Balanced Budget and Emergency Deficit Control Act of 1985 and to establish a congressional budget for fiscal year 2020; and for other purposes.,Providing for consideration of the bill (H.R. 1644) to restore the open internet order of the Federal Communications Commission; providing for consideration of the bill (H.R. 2021) to amend the Balanced Budget and Emergency Deficit Control Act of 1985 and,D,2019-04-08,,,0,0,0,0,Congress,This resolution (1) sets forth the rule for consideration of H.R. 1644 (Save the Internet Act of 2019) and for H.R. 2021 (Investing for the People Act of 2019) (2) adopts H.Res. 293 (enforcing the Congressional Budget Act of 1974 for FY2020) and (3) provides for specified congressional procedures on any legislative day from April 11 2019 through April 26 2019.,14,2
89,HR1759,To amend title III of the Social Security Act to extend reemployment services and eligibility assessments to all claimants for unemployment compensation and for other purposes.,BRIDGE for Workers Act,D,2019-03-14,,,9,4,5,0,Labor and Employment,Building on Reemployment Improvements to Deliver Good Employment for Workers Act or the BRIDGE for Workers Act This bill extends eligibility for reemployment services to all individuals claiming unemployment compensation. Currently only unemployment claimants that are identified as likely to exhaust their regular unemployment compensation are eligible for such reemployment services. ,20,1
90,HR1644,To restore the open internet order of the Federal Communications Commission.,Save the Internet Act of 2019,D,2019-03-08,,,197,0,197,0,"Science, Technology, Communications",,50,5
91,HR91,To authorize the Secretary of the Interior to assess sanitation and safety conditions at Bureau of Indian Affairs facilities that were constructed to provide affected Columbia River Treaty tribes access to traditional fishing grounds and expend funds on construction of facilities and structures to improve those conditions and for other purposes.,Columbia River In-Lieu and Treaty Fishing Access Sites Improvement Act,D,2019-01-03,,,1,0,1,0,Native Americans,Columbia River In-Lieu and Treaty Fishing Access Sites Improvement Act This bill authorizes the Bureau of Indian Affairs (BIA) to assess sanitation and safety conditions on land set aside to provide Columbia River Treaty tribes access to traditional fishing grounds. The bill applies to land held by the United States for the benefit of the Nez Perce Tribe the Confederated Tribes of Umatilla Indian Reservation the Confederated Tribes of the Warm Springs Reservation of Oregon and the Confeder...,14,1
92,HR1876,To create an interdivisional taskforce at the Securities and Exchange Commission for senior investors.,Senior Security Act of 2019,D,2019-03-26,,,6,3,3,0,Finance and Financial Sector,National Senior Investor Initiative Act of 2019 or the Senior Security Act of 2019 This bill establishes the Senior Investor Taskforce within the Securities and Exchange Commission. The taskforce must report on topics relating to investors over the age of 65 including industry trends and serious issues impacting such investors and make recommendations for legislative or regulatory actions to address problems encountered by senior investors.  The Government Accountability Office must report ...,9,1
93,HRES328,Supporting the protection of elders through financial literacy.,Supporting the protection of elders through financial literacy.,D,2019-04-25,,,2,1,1,0,Finance and Financial Sector,This resolution supports the goals of Financial Literacy Month. Specifically the resolution expresses the understanding that continued education and cooperation among law enforcement financial institutions regulatory agencies and private sector organizations are necessary to combat elder financial exploitation. Additionally the resolution expresses support for work performed by the Financial Crimes Enforcement Network and its partners to educate those that protect the elder community.,8,1
94,HRES329,Providing for consideration of the bill (H.R. 9) to direct the President to develop a plan for the United States to meet its nationally determined contribution under the Paris Agreement and for other purposes.,Providing for consideration of the bill (H.R. 9) to direct the President to develop a plan for the United States to meet its nationally determined contribution under the Paris Agreement and for other purposes.,D,2019-04-29,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (H.R. 9) to direct the President to develop a plan for the United States to meet its nationally determined contribution under the Paris Agreement.,11,2
95,HRES304,Raising a question of the privileges of the House.,Raising a question of the privileges of the House.,R,2019-04-10,,,14,14,0,0,Congress,This resolution directs the House Oversight and Reform Committee to submit to the Department of Justice an official copy of the transcript of the February 27 2019 hearing during which Michael Cohen former attorney of Donald Trump testified under oath.,4,1
96,HR9,To direct the President to develop a plan for the United States to meet its nationally determined contribution under the Paris Agreement and for other purposes.,Climate Action Now Act,D,2019-03-27,,,224,1,223,0,Environmental Protection,Climate Action Now Act This bill requires the President to develop and update annually a plan for the United States to meet its nationally determined contribution under the Paris Agreement on climate change. (Sec. 3) In addition the bill prohibits federal funds from being used to withdraw from the agreement. (Sec. 4) The bill outlines what must be included in the plan including descriptions of steps to (1) cut greenhouse gas emissions by 26%-28% below 2005 levels by 2025 and (2) confirm th...,73,10
97,HRES273,Reaffirming the United States commitment to Taiwan and to the implementation of the Taiwan Relations Act.,Reaffirming the United States commitment to Taiwan and to the implementation of the Taiwan Relations Act.,D,2019-04-01,,,31,20,11,0,International Affairs,This resolution affirms that the Taiwan Relations Act and the Six Assurances will remain cornerstones of the U.S.-Taiwan relationship. It encourages increasing engagement between the United States and Taiwan and states that the President should conduct regular transfers of defense articles to Taiwan. (The United States made the Six Assurances to Taiwan in 1982 stating that it will not pressure Taiwan to negotiate with China and that it has not agreed to consult with China prior to any arms s...,11,1
98,HR1704,To foster commercial relations with foreign countries and support United States economic and business interests abroad in the conduct of foreign policy and for other purposes.,Championing American Business Through Diplomacy Act of 2019,R,2019-03-13,,,7,4,3,0,International Affairs,Championing American Business Through Diplomacy Act of 2019 This bill establishes within the Department of State an Assistant Secretary of State for Economic and Business Matters and establishes that a principal duty of a diplomatic mission to a foreign country is the promotion of U.S. economic and commercial interests in that country.  The Assistant Secretary shall be responsible for matters relating to international economics and business matters in foreign policy. The State Department sha...,12,1
99,HR1503,To amend the Federal Food Drug and Cosmetic Act regarding the list under section 505(j)(7) of the Federal Food Drug and Cosmetic Act and for other purposes.,Orange Book Transparency Act of 2019,D,2019-03-05,,,13,2,11,0,Health,,19,1
100,HR1520,To amend the Public Health Service Act to provide for the publication of a list of licensed biological products and for other purposes.,Purple Book Continuity Act of 2019,D,2019-03-05,,,12,3,9,0,Health,,19,1
101,HRES357,Providing for consideration of the bill (H.R. 986) to provide that certain guidance related to waivers for State innovation under the Patient Protection and Affordable Care Act shall have no force or effect and providing for consideration of the bill (H.R. 2157) making supplemental appropriations for the fiscal year ending September 30 2019 and for other purposes.,Providing for consideration of the bill (H.R. 986) to provide that certain guidance related to waivers for State innovation under the Patient Protection and Affordable Care Act shall have no force or effect and providing for consideration of the bill (H.,D,2019-05-07,,,0,0,0,0,Congress,This resolution sets forth the rule for consideration of H.R. 986 (Protecting Americans with Preexisting Conditions Act of 2019) and H.R. 2157 (Supplemental Appropriations Act 2019).,11,2
102,HR986,To provide that certain guidance related to waivers for State innovation under the Patient Protection and Affordable Care Act shall have no force or effect.,Protecting Americans with Preexisting Conditions Act of 2019,D,2019-02-06,,,19,1,18,0,Health,Protecting Americans with Preexisting Conditions Act of 2019 (Sec. 3) This bill nullifies guidance from the Department of the Treasury and the Department of Health and Human Services titled State Relief and Empowerment Waivers published on October 24 2018. The guidance pertains to Section 1332 waivers (also known as State Innovation Waivers or State Relief and Empowerment Waivers) which allow states to forego certain requirements of the Patient Protection and Affordable Care Act in order t...,45,6
103,HR2157,Making supplemental appropriations for the fiscal year ending September 30 2019 and for other purposes.,Additional Supplemental Appropriations for Disaster Relief Act 2019,D,2019-04-09,2019-06-06,,0,0,0,0,Emergency Management,Supplemental Appropriations Act 2019  This bill provides $17.2 billion in FY2019 supplemental appropriations to several federal departments and agencies for expenses related to the consequences of recent wildfires hurricanes volcanos earthquakes typhoons and other natural disasters. The funding provided by this bill is designated as emergency spending which is exempt from discretionary spending limits and other budget enforcement rules.  The bill includes appropriations for    the Depa...,55,9
104,HR299,To amend title 38 United States Code to clarify presumptions relating to the exposure of certain veterans who served in the vicinity of the Republic of Vietnam and for other purposes.,Blue Water Navy Vietnam Veterans Act of 2019,D,2019-01-08,2019-06-25,,333,131,202,0,Armed Forces and National Security,Blue Water Navy Vietnam Veterans Act of 2019 This bill addresses certain health benefit and home loan programs for veterans.  Specifically the bill extends the presumption of service-connection for certain diseases associated with herbicide (e.g. Agent Orange) exposure to veterans who served (1) offshore of Vietnam between January 9 1962 and May 7 1975 or (2) in or near the Korean Demilitarized Zone between September 1 1967 and August 31 1971. Under a presumption of service-connectio...,22,1
105,HR2379,To reauthorize the Bulletproof Vest Partnership Grant Program.,To reauthorize the Bulletproof Vest Partnership Grant Program.,D,2019-04-29,2019-05-23,,26,10,16,0,Crime and Law Enforcement,This bill makes permanent the authority for the Bulletproof Vest Partnership (BVP) Program. The BVP Program provides grants to states and localities to purchase body armor vests for law enforcement officers. Additionally the bill renames the BVP Program as the Patrick Leahy Bulletproof Vest Partnership Grant Program.,16,1
106,HRES377,Providing for consideration of the bill (H.R. 5) to prohibit discrimination on the basis of sex gender identity and sexual orientation and for other purposes; providing for consideration of the bill (H.R. 312) to reaffirm the Mashpee Wampanoag Tribe reservation and for other purposes; and providing for consideration of the bill (H.R. 987) to amend the Patient Protection and Affordable Care Act to provide for Federal Exchange outreach and educational activities.,Providing for consideration of the bill (H.R. 5) to prohibit discrimination on the basis of sex gender identity and sexual orientation and for other purposes; providing for consideration of the bill (H.R. 312) to reaffirm the Mashpee Wampanoag Tribe re,D,2019-05-14,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (H.R. 5) to prohibit discrimination on the basis of sex gender identity and sexual orientation and for other purposes; providing for consideration of the bill (H.R. 312) to reaffirm the Mashpee Wampanoag Tribe reservation and for other purposes; and providing for consideration of the bill (H.R. 987) to amend the Patient Protection and Affordable Care Act to provide for Federal Exchange outreach and educational activities.,11,2
107,HR312,To reaffirm the Mashpee Wampanoag Tribe reservation and for other purposes.,Mashpee Wampanoag Tribe Reservation Reaffirmation Act,D,2019-01-08,,,35,7,28,0,Native Americans,Mashpee Wampanoag Tribe Reservation Reaffirmation Act This bill reaffirms the Mashpee Wampanoag Tribe reservation as trust land in Massachusetts. In addition the bill requires actions including actions pending in federal court relating to the land to be dismissed.,20,1
108,HR375,To amend the Act of June 18 1934 to reaffirm the authority of the Secretary of the Interior to take land into trust for Indian Tribes and for other purposes.,To amend the Act of June 18 1934 to reaffirm the authority of the Secretary of the Interior to take land into trust for Indian Tribes and for other purposes.,R,2019-01-09,,,28,5,23,0,Native Americans,This bill applies the Indian Reorganization Act to all federally recognized Indian tribes regardless of when a tribe became recognized. The amendments made by this bill are retroactively effective as if included in the Indian Reorganization Act. This effectively overrules the Supreme Court's decision in Carcieri v. Salazar which held that the Department of the Interior could not take land into trust for a specified tribe because that tribe had not been under federal jurisdiction when the In...,18,1
109,HR1892,To amend the Homeland Security Act of 2002 to make technical corrections to the requirement that the Secretary of Homeland Security submit quadrennial homeland security reviews and for other purposes.,Quadrennial Homeland Security Review Technical Corrections Act of 2019,D,2019-03-26,,,1,1,0,0,Emergency Management,Quadrennial Homeland Security Review Technical Corrections Act of 2019 This bill makes numerous changes to the quadrennial homeland security reviews. The quadrennial homeland security review is the Department of Homeland Security's capstone strategy document which offers recommendations on long-term strategy and priorities for homeland security.  Specifically the changes are related to consultation prioritization resources required deadlines and documentation. ,13,1
110,HR987,To amend the Patient Protection and Affordable Care Act to provide for Federal Exchange outreach and educational activities.,Strengthening Health Care and Lowering Prescription Drug Costs Act,D,2019-02-06,,,25,1,24,0,Health,Marketing and Outreach Restoration to Empower Health Education Act of 2019 or the MORE Health Education Act This bill requires the Department of Health and Human Services (HHS) to conduct outreach and educational activities regarding federally-facilitated exchanges (i.e. health insurance exchanges that are established and operated within states by HHS). The activities must inform potential enrollees of the availability of coverage and related financial assistance under the exchanges and must...,62,5
111,HR5,To prohibit discrimination on the basis of sex gender identity and sexual orientation and for other purposes.,Equality Act,D,2019-03-13,,,240,4,236,0,"Civil Rights and Liberties, Minority Issues",Equality Act This bill prohibits discrimination based on sex sexual orientation and gender identity in a wide variety of areas including public accommodations and facilities education federal funding employment housing credit and the jury system. Specifically the bill defines and includes sex sexual orientation and gender identity among the prohibited categories of discrimination or segregation.  The bill expands the definition of public accommodations to include places or establis...,28,2
112,HR1952,To amend the Intercountry Adoption Act of 2000 to require the Secretary of State to report on intercountry adoptions from countries which have significantly reduced adoption rates involving immigration to the United States and for other purposes.,Intercountry Adoption Information Act of 2019,R,2019-03-28,,,6,3,3,0,International Affairs,Intercountry Adoption Information Act of 2019 This bill directs the Department of State to include additional information in its annual report to Congress on intercountry adoptions. The reports shall contain (1) a list of countries that have laws that prevent or prohibit adoptions by American parents; (2) various information related to such prohibitions; (3) what steps the State Department has taken to help such countries reopen intercountry adoptions; and (4) an assessment of the impact that...,19,1
113,HRES106,Denouncing female genital mutilation/cutting as a violation of the human rights of women and girls and urging the international community and the Federal Government to increase efforts to eliminate the harmful practice.,Denouncing female genital mutilation/cutting as a violation of the human rights of women and girls and urging the international community and the Federal Government to increase efforts to eliminate the harmful practice.,D,2019-02-06,,,29,8,21,0,International Affairs,This resolution denounces female genital mutilation and cutting as human rights violations. It also urges the Department of State and the U.S. Agency for International Development to incorporate efforts to eliminate female genital mutilation and cutting and calls on the international community to increase efforts to eliminate such practices. ,15,1
114,HRES389,Providing for consideration of the bill (H.R. 1500) to require the Consumer Financial Protection Bureau to meet its statutory purpose and for other purposes; providing for consideration of the bill (H.R. 1994) to amend the Internal Revenue Code of 1986 to encourage retirement savings and for other purposes; providing for proceedings during the period from May 24 2019 through May 31 2019; and for other purposes.,Providing for consideration of the bill (H.R. 1500) to require the Consumer Financial Protection Bureau to meet its statutory purpose and for other purposes; providing for consideration of the bill (H.R. 1994) to amend the Internal Revenue Code of 1986 t,D,2019-05-20,,,0,0,0,0,Congress,This resolution sets forth the rule for consideration of H.R. 1500 ( Consumers First Act) and H.R. 1994 (Setting Every Community Up for Retirement Enhancement Act of 2019). Certain proceedings may take place on any legislative day from May 24 2019 through May 31 2019. It shall be in order at any time on the legislative day of May 23 2019 for the Speaker of the House to suspend the rules relating to a measure making supplemental appropriations for FY2019. The resolution waives a specifie...,14,2
115,HR1500,To require the Consumer Financial Protection Bureau to meet its statutory purpose and for other purposes.,Consumers First Act,D,2019-03-05,,,29,0,29,0,Finance and Financial Sector,"Consumers First Act  This bill revises provisions related to the administration of the Consumer Financial Protection Bureau (CFPB).  (Sec. 3) The bill amends all statutory references to the ""Bureau of Consumer Financial Protection"" to refer instead to the ""Consumer Financial Protection Bureau.""  (Sec. 5) Specified units offices and boards of the CFPB must perform their assigned duties and may not be renamed or reorganized. The bill establishes requirements for staffing levels political app...",46,7
116,HR1994,To amend the Internal Revenue Code of 1986 to encourage retirement savings and for other purposes.,Setting Every Community Up for Retirement Enhancement Act of 2019,D,2019-03-29,,,58,23,35,0,Taxation,(This measure has not been amended since it was introduced. The summary of that version is repeated here.) (This measure has not been amended since it was introduced. The summary has been expanded because action occurred on the measure.) (This measure has not been amended since [it was reported to the House/Senate] [it was passed by the House/Senate] [the Conference Report was filed in the House/Senate] on ____. The summary of that version is repeated here.) (This measure has not been amended...,26,2
117,HR2940,To extend the program of block grants to States for temporary assistance for needy families and related programs through September 30 2019.,To extend the program of block grants to States for temporary assistance for needy families and related programs through September 30 2019.,D,2019-05-23,2019-07-05,,2,2,0,0,Social Welfare,This bill extends appropriations through September 30 2019 for Temporary Assistance for Needy Families (TANF) program grants to states and related assistance grants to U.S. territories such as Puerto Rico and the Virgin Islands.    ,18,1
118,HRES415,Providing for consideration of the bill (H.R. 6) to authorize the cancellation of removal and adjustment of status of certain aliens and for other purposes.,Providing for consideration of the bill (H.R. 6) to authorize the cancellation of removal and adjustment of status of certain aliens and for other purposes.,D,2019-06-03,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (H.R. 6) to authorize the cancellation of removal and adjustment of status of certain aliens.,12,2
119,HRES393,Remembering the victims of the violent suppression of democracy protests in Tiananmen Square and elsewhere in China on June 3 and 4 1989 and calling on the Government of the People's Republic of China to respect the universally recognized human rights of all people living in China and around the world.,Remembering the victims of the violent suppression of democracy protests in Tiananmen Square and elsewhere in China on June 3 and 4 1989 and calling on the Government of the People's Republic of China to respect the universally recognized human rights o,D,2019-05-21,,,37,14,23,0,International Affairs,This resolution expresses support for the leaders of the peaceful Tiananmen pro-democracy demonstrations in the spring of 1989 in Beijing and expresses sympathy and solidarity with the families of those killed tortured and imprisoned for their participation. It also calls on the Chinese government to (1) support a full and transparent accounting of its violent suppression of the protests (2) cease censoring information about the massacre and (3) allow the protesters to return to China wi...,11,1
120,HR6,To authorize the cancellation of removal and adjustment of status of certain aliens and for other purposes.,American Dream and Promise Act of 2019,D,2019-03-12,,,232,1,231,0,Immigration,American Dream and Promise Act of 2019 This bill cancels and prohibits removal proceedings against certain aliens and provides such aliens with a path toward permanent resident status. The Department of Homeland Security (DHS) or the Department of Justice (DOJ) shall cancel removal proceedings against certain aliens who entered the United States as minors and grant such aliens conditional permanent residence status for 10 years. The bill imposes various qualification requirements such as the...,23,2
121,HR1921,To authorize Federal agencies to establish prize competitions for innovation or adaptation management development relating to ocean acidification.,Ocean Acidification Innovation Act of 2019,D,2019-03-27,,,8,5,3,0,Environmental Protection,Ocean Acidification Innovation Act of 2019 This bill authorizes a federal agency with a representative serving on the Interagency Working Group on Ocean Acidification to carry out a program that awards prizes competitively for innovative efforts to research or respond to ocean acidification. Priority must be given to establishing programs that address communities environments or industries that are in distress due to the impacts of ocean acidification.,16,1
122,HR542,To amend the Homeland Security Act of 2002 to establish the National Urban Security Technology Laboratory and for other purposes.,Supporting Research and Development for First Responders Act,D,2019-01-14,,,1,1,0,0,Emergency Management,Supporting Research and Development for First Responders Act This bill directs the Department of Homeland Security to designate the National Urban Security Technology Laboratory as a science and technology laboratory responsible for testing and evaluating emerging technologies and conducting research and development to assist emergency response providers in preparing for and protecting against threats of terrorism. The laboratory shall (1) conduct tests evaluations and assessments of curr...,19,1
123,HR2539,To require the Secretary of Homeland Security to prioritize the assignment of certain officers and intelligence analysts from the Transportation Security Administration and the Office of Intelligence and Analysis of the Department of Homeland Security to locations with participating State local and regional fusion centers in jurisdictions with a high-risk surface transportation asset in order to enhance the security of such assets including by improving timely sharing of classified information regarding terrorist and other threats and for other purposes.,Strengthening Local Transportation Security Capabilities Act of 2019,D,2019-05-07,,,0,0,0,0,Transportation and Public Works,Strengthening Local Transportation Security Capabilities Act of 2019 This bill addresses threat information sharing and law enforcement training regarding the enhancement of security for surface transportation assets. (A surface transportation asset includes facilities equipment or systems used to provide transportation services by a public transportation carrier railroad carrier or an entity offering scheduled fixed-route transportation services by bus.) Specifically the bill  directs ...,16,1
124,HR2590,To require a Department of Homeland Security overseas personnel enhancement plan and for other purposes.,DHS Overseas Personnel Enhancement Act of 2019,R,2019-05-08,,,1,0,1,0,Emergency Management,DHS Overseas Personnel Enhancement Act of 2019 This bill directs the Department of Homeland Security (DHS) to annually brief the congressional homeland security committees regarding DHS personnel with primary duties that take place outside of the United States. DHS must submit to such committees a plan to enhance the effectiveness of  DHS personnel at foreign locations. ,20,1
125,HRES431,Providing for consideration of the bill (H.R. 2740) making appropriations for the Departments of Labor Health and Human Services and Education and related agencies for the fiscal year ending September 30 2020 and for other purposes and providing for consideration of the resolution (H. Res. 430) authorizing the Committee on the Judiciary to initiate or intervene in judicial proceedings to enforce certain subpoenas and for other purposes.,Providing for consideration of the bill (H.R. 2740) making appropriations for the Departments of Labor Health and Human Services and Education and related agencies for the fiscal year ending September 30 2020 and for other purposes and providing for,D,2019-06-10,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (H.R. 2740) making appropriations for the Departments of Labor Health and Human Services and Education and related agencies for the fiscal year ending September 30 2020 and for other purposes and providing for consideration of the resolution (H. Res. 430) authorizing the Committee on the Judiciary to initiate or intervene in judicial proceedings to enforce certain subpoenas.,13,2
126,HRES430,Authorizing the Committee on the Judiciary to initiate or intervene in judicial proceedings to enforce certain subpoenas and for other purposes.,Authorizing the Committee on the Judiciary to initiate or intervene in judicial proceedings to enforce certain subpoenas and for other purposes.,D,2019-06-06,,,65,0,65,0,Law,This resolution authorizes the House Committee on the Judiciary to initiate or intervene in federal judicial proceedings to enforce compliance with certain subpoenas issued to Attorney General William Barr and former White House Counsel Donald McGahn. Additionally the resolution provides explicit authority for each congressional committee if authorized by the Bipartisan Legal Advisory Group to initiate or intervene in federal judicial proceedings to enforce compliance with congressional su...,15,1
127,HR2609,To amend the Homeland Security Act of 2002 to establish the Acquisition Review Board in the Department of Homeland Security and for other purposes.,DHS Acquisition Review Board Act of 2019,R,2019-05-09,,,1,0,1,0,Emergency Management,DHS Acquisition Review Board Act of 2019 This bill requires the Department of Homeland Security (DHS) to establish an Acquisition Review Board to (1) strengthen accountability and uniformity within the DHS acquisition review process (2) review major acquisition programs (programs estimated to require a total expenditure of at least $300 million over their life cycle cost) and (3) review the use of best practices.,17,1
128,HR2740,Making appropriations for the Departments of Labor Health and Human Services and Education and related agencies for the fiscal year ending September 30 2020 and for other purposes.,Labor Health and Human Services Education Defense State Foreign Operations and Energy and Water Development Appropriations Act 2020,D,2019-05-15,,,0,0,0,0,Economics and Public Finance,Labor Health and Human Services Education Defense State Foreign Operations and Energy and Water Development Appropriations Act 2020 This bill provides FY2020 appropriations for several federal departments and agencies. It includes 4 of the 12 regular FY2020 appropriations bills:    the Departments of Labor Health and Human Services and Education and Related Agencies Appropriations Act 2020; the Department of Defense Appropriations Act 2020; the Department of State Foreign Operati...,306,114
129,HRES436,Providing for further consideration of the bill (H.R. 2740) making appropriations for the Departments of Labor Heath and Human Services and Education and related agencies for the fiscal year ending September 30 2020 and for other purposes.,Providing for further consideration of the bill (H.R. 2740) making appropriations for the Departments of Labor Heath and Human Services and Education and related agencies for the fiscal year ending September 30 2020 and for other purposes.,D,2019-06-11,,,0,0,0,0,Congress,This resolution sets forth the rule for consideration of  H.R. 2740 (Departments of Labor Health and Human Services and Education and Related Agencies Appropriations Act 2020).,14,2
130,HR3253,To provide for certain extensions with respect to the Medicaid program under title XIX of the Social Security Act and for other purposes.,Sustaining Excellence in Medicaid Act of 2019,D,2019-06-13,2019-08-06,,9,5,4,0,Health,Sustaining Excellence in Medicaid Act of 2019 This bill extends several health care programs and requirements and revises certain Medicare drug payment methodologies.  (Sec. 2) The bill temporarily extends the Medicaid demonstration program for certified community behavioral health clinics. (Sec. 3) The bill also temporarily extends the applicability of Medicaid eligibility criteria that protect against spousal impoverishment for recipients of home- and community-based services. (Sec. 4) The ...,24,1
131,HRES445,Providing for consideration of the bill (H.R. 3055) making appropriations for the Departments of Commerce and Justice Science and Related Agencies for the fiscal year ending September 30 2020 and for other purposes; relating to consideration of the bill (H.R. 2740) making appropriations for the Departments of Labor Health and Human Services and Education and related agencies for the fiscal year ending September 30 2020 and for other purposes; and providing for proceedings during the period from June 28 2019 through July 8 2019.,Providing for consideration of the bill (H.R. 3055) making appropriations for the Departments of Commerce and Justice Science and Related Agencies for the fiscal year ending September 30 2020 and for other purposes; relating to consideration of the bi,D,2019-06-18,,,0,0,0,0,Congress,This resolution sets forth the rule for consideration of H.R. 3055 (Commerce Justice Science Agriculture Rural Development Food and Drug Administration Interior Environment Military Construction Veterans Affairs Transportation and Housing and Urban Development Appropriations Act 2020) and H.R. 2740 (Departments of Labor Health and Human Services and Education and Related Agencies Appropriations Act 2020). Certain proceedings may take place on any legislative day from June 28 ...,16,2
132,HR3055,Making appropriations for the Departments of Commerce and Justice Science and Related Agencies for the fiscal year ending September 30 2020 and for other purposes.,Further Continuing Appropriations Act 2020 and Further Health Extenders Act of 2019,D,2019-06-03,2019-11-21,,0,0,0,0,Economics and Public Finance,Further Continuing Appropriations Act 2020 and Further Health Extenders Act of 2019  This bill provides continuing FY2020 appropriations to federal agencies through December 20 2019 and extends several expiring health programs.   It is known as a continuing resolution (CR) and prevents a government shutdown that would otherwise occur if the FY2020 appropriations bills have not been enacted when the existing CR expires after November 21 2019. The CR funds most programs and activities at t...,242,51
133,HRES460,Providing for consideration of the bill (H.R. 2722) to protect elections for public office by providing financial support and enhanced security for the infrastructure used to carry out such elections and for other purposes; waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules; and providing for consideration of the bill (H.R. 3351) making appropriations for financial services and general government for the fiscal year ending September 30 2020 and for other purposes.,Providing for consideration of the bill (H.R. 2722) to protect elections for public office by providing financial support and enhanced security for the infrastructure used to carry out such elections and for other purposes; waiving a requirement of claus,D,2019-06-24,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (H.R. 2722) to protect elections for public office by providing financial support and enhanced security for the infrastructure used to carry out such elections and for other purposes; waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules; and providing for consideration of the bill (H.R. 3351) making appropriations for financial services and general governme...,10,2
134,HRES462,Providing for consideration of the bill (H.R. 3401) making emergency supplemental appropriations for the fiscal year ending September 30 2019 and for other purposes.,Providing for consideration of the bill (H.R. 3401) making emergency supplemental appropriations for the fiscal year ending September 30 2019 and for other purposes.,D,2019-06-25,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (H.R. 3401) making emergency supplemental appropriations for the fiscal year ending September 30 2019.,8,2
